Case,Alternative,Choice,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID,Question,,Case_p,Alternative_p,Choice_p,Rail_p,Teton_p,Dirt_p,Gravel_p,Paved_p,Dist_p,Cost_p,ID_p,Question_p,,Case_s,Alternative_s,Choice_s,Rail_s,Teton_s,Dirt_s,Gravel_s,Paved_s,Dist_s,Cost_s,ID_s,Question_s
5,1,1,1,0,1,1,0,3.09,26,1,2,26,4,2,6,2,1,5,1,5,,,,,,,,,,,,,,,477,1,0,1,0,0,0,1,0.49,91,54,3
5,2,0,0,1,0,1,0,1.06,20,1,2,26,4,2,6,2,1,5,1,5,,,,,,,,,,,,,,,477,2,1,0,1,0,0,1,0.36,48,54,3
5,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,5,,,,,,,,,,,,,,,477,3,0,0,0,0,0,0,0,0,54,3
6,1,0,1,0,0,0,1,1.68,91,1,2,26,4,2,6,2,1,5,1,6,,,,,,,,,,,,,,,478,1,1,1,0,0,0,1,1.68,26,54,4
6,2,1,0,1,1,0,0,1.06,20,1,2,26,4,2,6,2,1,5,1,6,,,,,,,,,,,,,,,478,2,0,0,1,0,1,0,0.36,57,54,4
6,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,6,,,,,,,,,,,,,,,478,3,0,0,0,0,0,0,0,0,54,4
7,1,1,1,0,1,0,0,1.68,167,1,2,26,4,2,6,2,1,5,1,7,,,,,,,,,,,,,,,479,1,0,1,0,1,1,0,3.09,26,54,5
7,2,0,0,1,1,0,0,0.89,57,1,2,26,4,2,6,2,1,5,1,7,,,,,,,,,,,,,,,479,2,1,0,1,0,1,0,1.06,20,54,5
7,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,7,,,,,,,,,,,,,,,479,3,0,0,0,0,0,0,0,0,54,5
8,1,0,1,0,0,1,0,0.49,26,1,2,26,4,2,6,2,1,5,1,8,,,,,,,,,,,,,,,480,1,0,1,0,0,0,1,1.68,91,54,6
8,2,1,0,1,0,0,1,0.89,57,1,2,26,4,2,6,2,1,5,1,8,,,,,,,,,,,,,,,480,2,0,0,1,1,0,0,1.06,20,54,6
8,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,8,,,,,,,,,,,,,,,480,3,1,0,0,0,0,0,0,0,54,6
9,1,0,1,0,0,1,0,0.49,167,1,2,26,4,2,6,2,1,5,1,9,,,,,,,,,,,,,,,481,1,0,1,0,1,0,0,1.68,167,54,7
9,2,1,0,1,1,0,0,1.06,48,1,2,26,4,2,6,2,1,5,1,9,,,,,,,,,,,,,,,481,2,0,0,1,1,0,0,0.89,57,54,7
9,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,9,,,,,,,,,,,,,,,481,3,1,0,0,0,0,0,0,0,54,7
28,1,0,1,0,1,0,0,3.09,91,1,1,21,3,2,6,2,1,1,4,1,,,,,,,,,,,,,,,482,1,0,1,0,0,1,0,0.49,26,54,8
28,2,1,0,1,0,0,1,0.89,20,1,1,21,3,2,6,2,1,1,4,1,,,,,,,,,,,,,,,482,2,1,0,1,0,0,1,0.89,57,54,8
28,3,0,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,1,,,,,,,,,,,,,,,482,3,0,0,0,0,0,0,0,0,54,8
29,1,0,1,0,1,0,0,3.09,26,1,1,21,3,2,6,2,1,1,4,2,,,,,,,,,,,,,,,483,1,0,1,0,0,1,0,0.49,167,54,9
29,2,1,0,1,0,1,0,0.36,48,1,1,21,3,2,6,2,1,1,4,2,,,,,,,,,,,,,,,483,2,0,0,1,1,0,0,1.06,48,54,9
29,3,0,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,2,,,,,,,,,,,,,,,483,3,1,0,0,0,0,0,0,0,54,9
30,1,0,1,0,0,0,1,0.49,91,1,1,21,3,2,6,2,1,1,4,3,,,,,,,,,,,,,,,484,1,0,1,0,0,1,0,1.68,91,55,1
30,2,1,0,1,0,0,1,0.36,48,1,1,21,3,2,6,2,1,1,4,3,,,,,,,,,,,,,,,484,2,1,0,1,0,1,0,0.89,48,55,1
30,3,0,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,3,,,,,,,,,,,,,,,484,3,0,0,0,0,0,0,0,0,55,1
31,1,1,1,0,0,0,1,1.68,26,1,1,21,3,2,6,2,1,1,4,4,,,,,,,,,,,,,,,485,1,1,1,0,1,0,0,1.68,26,55,2
31,2,0,0,1,0,1,0,0.36,57,1,1,21,3,2,6,2,1,1,4,4,,,,,,,,,,,,,,,485,2,0,0,1,0,0,1,1.06,48,55,2
31,3,0,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,4,,,,,,,,,,,,,,,485,3,0,0,0,0,0,0,0,0,55,2
32,1,0,1,0,1,1,0,3.09,26,1,1,21,3,2,6,2,1,1,4,5,,,,,,,,,,,,,,,486,1,0,1,0,0,1,0,1.68,167,55,3
32,2,1,0,1,0,1,0,1.06,20,1,1,21,3,2,6,2,1,1,4,5,,,,,,,,,,,,,,,486,2,1,0,1,0,0,1,0.36,20,55,3
32,3,0,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,5,,,,,,,,,,,,,,,486,3,0,0,0,0,0,0,0,0,55,3
33,1,0,1,0,0,0,1,1.68,91,1,1,21,3,2,6,2,1,1,4,6,,,,,,,,,,,,,,,487,1,0,1,0,0,0,1,3.09,26,55,4
33,2,0,0,1,1,0,0,1.06,20,1,1,21,3,2,6,2,1,1,4,6,,,,,,,,,,,,,,,487,2,1,0,1,1,0,0,0.89,48,55,4
33,3,1,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,6,,,,,,,,,,,,,,,487,3,0,0,0,0,0,0,0,0,55,4
34,1,0,1,0,1,0,0,1.68,167,1,1,21,3,2,6,2,1,1,4,7,,,,,,,,,,,,,,,488,1,0,1,0,1,0,0,0.49,91,55,5
34,2,1,0,1,1,0,0,0.89,57,1,1,21,3,2,6,2,1,1,4,7,,,,,,,,,,,,,,,488,2,1,0,1,0,1,0,1.06,57,55,5
34,3,0,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,7,,,,,,,,,,,,,,,488,3,0,0,0,0,0,0,0,0,55,5
35,1,0,1,0,0,1,0,0.49,26,1,1,21,3,2,6,2,1,1,4,8,,,,,,,,,,,,,,,489,1,0,1,0,0,0,1,0.49,167,55,6
35,2,1,0,1,0,0,1,0.89,57,1,1,21,3,2,6,2,1,1,4,8,,,,,,,,,,,,,,,489,2,1,0,1,0,1,0,0.89,20,55,6
35,3,0,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,8,,,,,,,,,,,,,,,489,3,0,0,0,0,0,0,0,0,55,6
36,1,0,1,0,0,1,0,0.49,167,1,1,21,3,2,6,2,1,1,4,9,,,,,,,,,,,,,,,490,1,0,1,0,0,0,1,3.09,167,55,7
36,2,0,0,1,1,0,0,1.06,48,1,1,21,3,2,6,2,1,1,4,9,,,,,,,,,,,,,,,490,2,1,0,1,0,0,1,1.06,57,55,7
36,3,1,0,0,0,0,0,0,0,1,1,21,3,2,6,2,1,1,4,9,,,,,,,,,,,,,,,490,3,0,0,0,0,0,0,0,0,55,7
64,1,0,1,0,0,1,0,1.68,91,1,1,21,3,2,1,2,1,1,8,1,,,,,,,,,,,,,,,491,1,0,1,0,1,0,0,0.49,26,55,8
64,2,1,0,1,0,1,0,0.89,48,1,1,21,3,2,1,2,1,1,8,1,,,,,,,,,,,,,,,491,2,1,0,1,1,0,0,0.36,20,55,8
64,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,1,,,,,,,,,,,,,,,491,3,0,0,0,0,0,0,0,0,55,8
65,1,1,1,0,1,0,0,1.68,26,1,1,21,3,2,1,2,1,1,8,2,,,,,,,,,,,,,,,492,1,0,1,0,0,1,0,3.09,91,55,9
65,2,0,0,1,0,0,1,1.06,48,1,1,21,3,2,1,2,1,1,8,2,,,,,,,,,,,,,,,492,2,1,0,1,1,0,0,0.36,57,55,9
65,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,2,,,,,,,,,,,,,,,492,3,0,0,0,0,0,0,0,0,55,9
66,1,0,1,0,0,1,0,1.68,167,1,1,21,3,2,1,2,1,1,8,3,,,,,,,,,,,,,,,502,1,0,1,0,1,0,0,3.09,91,57,1
66,2,0,0,1,0,0,1,0.36,20,1,1,21,3,2,1,2,1,1,8,3,,,,,,,,,,,,,,,502,2,0,0,1,0,0,1,0.89,20,57,1
66,3,1,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,3,,,,,,,,,,,,,,,502,3,1,0,0,0,0,0,0,0,57,1
67,1,0,1,0,0,0,1,3.09,26,1,1,21,3,2,1,2,1,1,8,4,,,,,,,,,,,,,,,503,1,0,1,0,1,0,0,3.09,26,57,2
67,2,1,0,1,1,0,0,0.89,48,1,1,21,3,2,1,2,1,1,8,4,,,,,,,,,,,,,,,503,2,0,0,1,0,1,0,0.36,48,57,2
67,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,4,,,,,,,,,,,,,,,503,3,1,0,0,0,0,0,0,0,57,2
68,1,1,1,0,1,0,0,0.49,91,1,1,21,3,2,1,2,1,1,8,5,,,,,,,,,,,,,,,504,1,0,1,0,0,0,1,0.49,91,57,3
68,2,0,0,1,0,1,0,1.06,57,1,1,21,3,2,1,2,1,1,8,5,,,,,,,,,,,,,,,504,2,0,0,1,0,0,1,0.36,48,57,3
68,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,5,,,,,,,,,,,,,,,504,3,1,0,0,0,0,0,0,0,57,3
69,1,0,1,0,0,0,1,0.49,167,1,1,21,3,2,1,2,1,1,8,6,,,,,,,,,,,,,,,505,1,0,1,0,0,0,1,1.68,26,57,4
69,2,1,0,1,0,1,0,0.89,20,1,1,21,3,2,1,2,1,1,8,6,,,,,,,,,,,,,,,505,2,0,0,1,0,1,0,0.36,57,57,4
69,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,6,,,,,,,,,,,,,,,505,3,1,0,0,0,0,0,0,0,57,4
70,1,0,1,0,0,0,1,3.09,167,1,1,21,3,2,1,2,1,1,8,7,,,,,,,,,,,,,,,506,1,0,1,0,1,1,0,3.09,26,57,5
70,2,1,0,1,0,0,1,1.06,57,1,1,21,3,2,1,2,1,1,8,7,,,,,,,,,,,,,,,506,2,0,0,1,0,1,0,1.06,20,57,5
70,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,7,,,,,,,,,,,,,,,506,3,1,0,0,0,0,0,0,0,57,5
71,1,1,1,0,1,0,0,0.49,26,1,1,21,3,2,1,2,1,1,8,8,,,,,,,,,,,,,,,507,1,0,1,0,0,0,1,1.68,91,57,6
71,2,0,0,1,1,0,0,0.36,20,1,1,21,3,2,1,2,1,1,8,8,,,,,,,,,,,,,,,507,2,0,0,1,1,0,0,1.06,20,57,6
71,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,8,,,,,,,,,,,,,,,507,3,1,0,0,0,0,0,0,0,57,6
72,1,0,1,0,0,1,0,3.09,91,1,1,21,3,2,1,2,1,1,8,9,,,,,,,,,,,,,,,508,1,0,1,0,1,0,0,1.68,167,57,7
72,2,1,0,1,1,0,0,0.36,57,1,1,21,3,2,1,2,1,1,8,9,,,,,,,,,,,,,,,508,2,0,0,1,1,0,0,0.89,57,57,7
72,3,0,0,0,0,0,0,0,0,1,1,21,3,2,1,2,1,1,8,9,,,,,,,,,,,,,,,508,3,1,0,0,0,0,0,0,0,57,7
73,1,0,1,0,1,0,0,3.09,91,1,1,23,3,2,6,2,1,2,9,1,,,,,,,,,,,,,,,509,1,0,1,0,0,1,0,0.49,26,57,8
73,2,1,0,1,0,0,1,0.89,20,1,1,23,3,2,6,2,1,2,9,1,,,,,,,,,,,,,,,509,2,0,0,1,0,0,1,0.89,57,57,8
73,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,1,,,,,,,,,,,,,,,509,3,1,0,0,0,0,0,0,0,57,8
74,1,0,1,0,1,0,0,3.09,26,1,1,23,3,2,6,2,1,2,9,2,,,,,,,,,,,,,,,510,1,0,1,0,0,1,0,0.49,167,57,9
74,2,1,0,1,0,1,0,0.36,48,1,1,23,3,2,6,2,1,2,9,2,,,,,,,,,,,,,,,510,2,0,0,1,1,0,0,1.06,48,57,9
74,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,2,,,,,,,,,,,,,,,510,3,1,0,0,0,0,0,0,0,57,9
75,1,0,1,0,0,0,1,0.49,91,1,1,23,3,2,6,2,1,2,9,3,,,,,,,,,,,,,,,556,1,0,1,0,0,1,0,1.68,91,63,1
75,2,1,0,1,0,0,1,0.36,48,1,1,23,3,2,6,2,1,2,9,3,,,,,,,,,,,,,,,556,2,0,0,1,0,1,0,0.89,48,63,1
75,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,3,,,,,,,,,,,,,,,556,3,1,0,0,0,0,0,0,0,63,1
76,1,0,1,0,0,0,1,1.68,26,1,1,23,3,2,6,2,1,2,9,4,,,,,,,,,,,,,,,557,1,0,1,0,1,0,0,1.68,26,63,2
76,2,1,0,1,0,1,0,0.36,57,1,1,23,3,2,6,2,1,2,9,4,,,,,,,,,,,,,,,557,2,0,0,1,0,0,1,1.06,48,63,2
76,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,4,,,,,,,,,,,,,,,557,3,1,0,0,0,0,0,0,0,63,2
77,1,0,1,0,1,1,0,3.09,26,1,1,23,3,2,6,2,1,2,9,5,,,,,,,,,,,,,,,558,1,0,1,0,0,1,0,1.68,167,63,3
77,2,1,0,1,0,1,0,1.06,20,1,1,23,3,2,6,2,1,2,9,5,,,,,,,,,,,,,,,558,2,0,0,1,0,0,1,0.36,20,63,3
77,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,5,,,,,,,,,,,,,,,558,3,0,0,0,0,0,0,0,0,63,3
78,1,0,1,0,0,0,1,1.68,91,1,1,23,3,2,6,2,1,2,9,6,,,,,,,,,,,,,,,559,1,0,1,0,0,0,1,3.09,26,63,4
78,2,1,0,1,1,0,0,1.06,20,1,1,23,3,2,6,2,1,2,9,6,,,,,,,,,,,,,,,559,2,0,0,1,1,0,0,0.89,48,63,4
78,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,6,,,,,,,,,,,,,,,559,3,1,0,0,0,0,0,0,0,63,4
79,1,0,1,0,1,0,0,1.68,167,1,1,23,3,2,6,2,1,2,9,7,,,,,,,,,,,,,,,560,1,0,1,0,1,0,0,0.49,91,63,5
79,2,1,0,1,1,0,0,0.89,57,1,1,23,3,2,6,2,1,2,9,7,,,,,,,,,,,,,,,560,2,0,0,1,0,1,0,1.06,57,63,5
79,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,7,,,,,,,,,,,,,,,560,3,1,0,0,0,0,0,0,0,63,5
80,1,1,1,0,0,1,0,0.49,26,1,1,23,3,2,6,2,1,2,9,8,,,,,,,,,,,,,,,561,1,0,1,0,0,0,1,0.49,167,63,6
80,2,0,0,1,0,0,1,0.89,57,1,1,23,3,2,6,2,1,2,9,8,,,,,,,,,,,,,,,561,2,0,0,1,0,1,0,0.89,20,63,6
80,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,8,,,,,,,,,,,,,,,561,3,1,0,0,0,0,0,0,0,63,6
81,1,0,1,0,0,1,0,0.49,167,1,1,23,3,2,6,2,1,2,9,9,,,,,,,,,,,,,,,562,1,0,1,0,0,0,1,3.09,167,63,7
81,2,1,0,1,1,0,0,1.06,48,1,1,23,3,2,6,2,1,2,9,9,,,,,,,,,,,,,,,562,2,0,0,1,0,0,1,1.06,57,63,7
81,3,0,0,0,0,0,0,0,0,1,1,23,3,2,6,2,1,2,9,9,,,,,,,,,,,,,,,562,3,1,0,0,0,0,0,0,0,63,7
91,1,0,1,0,1,0,0,3.09,91,1,1,20,4,2,1,1,2,1,11,1,,,,,,,,,,,,,,,563,1,0,1,0,1,0,0,0.49,26,63,8
91,2,1,0,1,0,0,1,0.89,20,1,1,20,4,2,1,1,2,1,11,1,,,,,,,,,,,,,,,563,2,0,0,1,1,0,0,0.36,20,63,8
91,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,1,,,,,,,,,,,,,,,563,3,1,0,0,0,0,0,0,0,63,8
92,1,0,1,0,1,0,0,3.09,26,1,1,20,4,2,1,1,2,1,11,2,,,,,,,,,,,,,,,564,1,0,1,0,0,1,0,3.09,91,63,9
92,2,1,0,1,0,1,0,0.36,48,1,1,20,4,2,1,1,2,1,11,2,,,,,,,,,,,,,,,564,2,0,0,1,1,0,0,0.36,57,63,9
92,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,2,,,,,,,,,,,,,,,564,3,1,0,0,0,0,0,0,0,63,9
93,1,0,1,0,0,0,1,0.49,91,1,1,20,4,2,1,1,2,1,11,3,,,,,,,,,,,,,,,565,1,1,1,0,0,1,0,1.68,91,64,1
93,2,1,0,1,0,0,1,0.36,48,1,1,20,4,2,1,1,2,1,11,3,,,,,,,,,,,,,,,565,2,0,0,1,0,1,0,0.89,48,64,1
93,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,3,,,,,,,,,,,,,,,565,3,0,0,0,0,0,0,0,0,64,1
94,1,1,1,0,0,0,1,1.68,26,1,1,20,4,2,1,1,2,1,11,4,,,,,,,,,,,,,,,566,1,1,1,0,1,0,0,1.68,26,64,2
94,2,0,0,1,0,1,0,0.36,57,1,1,20,4,2,1,1,2,1,11,4,,,,,,,,,,,,,,,566,2,0,0,1,0,0,1,1.06,48,64,2
94,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,4,,,,,,,,,,,,,,,566,3,0,0,0,0,0,0,0,0,64,2
95,1,0,1,0,1,1,0,3.09,26,1,1,20,4,2,1,1,2,1,11,5,,,,,,,,,,,,,,,567,1,1,1,0,0,1,0,1.68,167,64,3
95,2,1,0,1,0,1,0,1.06,20,1,1,20,4,2,1,1,2,1,11,5,,,,,,,,,,,,,,,567,2,0,0,1,0,0,1,0.36,20,64,3
95,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,5,,,,,,,,,,,,,,,567,3,0,0,0,0,0,0,0,0,64,3
96,1,1,1,0,0,0,1,1.68,91,1,1,20,4,2,1,1,2,1,11,6,,,,,,,,,,,,,,,568,1,0,1,0,0,0,1,3.09,26,64,4
96,2,0,0,1,1,0,0,1.06,20,1,1,20,4,2,1,1,2,1,11,6,,,,,,,,,,,,,,,568,2,1,0,1,1,0,0,0.89,48,64,4
96,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,6,,,,,,,,,,,,,,,568,3,0,0,0,0,0,0,0,0,64,4
97,1,1,1,0,1,0,0,1.68,167,1,1,20,4,2,1,1,2,1,11,7,,,,,,,,,,,,,,,569,1,0,1,0,1,0,0,0.49,91,64,5
97,2,0,0,1,1,0,0,0.89,57,1,1,20,4,2,1,1,2,1,11,7,,,,,,,,,,,,,,,569,2,1,0,1,0,1,0,1.06,57,64,5
97,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,7,,,,,,,,,,,,,,,569,3,0,0,0,0,0,0,0,0,64,5
98,1,0,1,0,0,1,0,0.49,26,1,1,20,4,2,1,1,2,1,11,8,,,,,,,,,,,,,,,570,1,0,1,0,0,0,1,0.49,167,64,6
98,2,1,0,1,0,0,1,0.89,57,1,1,20,4,2,1,1,2,1,11,8,,,,,,,,,,,,,,,570,2,1,0,1,0,1,0,0.89,20,64,6
98,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,8,,,,,,,,,,,,,,,570,3,0,0,0,0,0,0,0,0,64,6
99,1,1,1,0,0,1,0,0.49,167,1,1,20,4,2,1,1,2,1,11,9,,,,,,,,,,,,,,,571,1,0,1,0,0,0,1,3.09,167,64,7
99,2,0,0,1,1,0,0,1.06,48,1,1,20,4,2,1,1,2,1,11,9,,,,,,,,,,,,,,,571,2,1,0,1,0,0,1,1.06,57,64,7
99,3,0,0,0,0,0,0,0,0,1,1,20,4,2,1,1,2,1,11,9,,,,,,,,,,,,,,,571,3,0,0,0,0,0,0,0,0,64,7
100,1,0,1,0,0,1,0,1.68,91,1,1,22,3,2,1,2,1,1,12,1,,,,,,,,,,,,,,,572,1,0,1,0,1,0,0,0.49,26,64,8
100,2,1,0,1,0,1,0,0.89,48,1,1,22,3,2,1,2,1,1,12,1,,,,,,,,,,,,,,,572,2,1,0,1,1,0,0,0.36,20,64,8
100,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,1,,,,,,,,,,,,,,,572,3,0,0,0,0,0,0,0,0,64,8
101,1,0,1,0,1,0,0,1.68,26,1,1,22,3,2,1,2,1,1,12,2,,,,,,,,,,,,,,,573,1,1,1,0,0,1,0,3.09,91,64,9
101,2,1,0,1,0,0,1,1.06,48,1,1,22,3,2,1,2,1,1,12,2,,,,,,,,,,,,,,,573,2,0,0,1,1,0,0,0.36,57,64,9
101,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,2,,,,,,,,,,,,,,,573,3,0,0,0,0,0,0,0,0,64,9
102,1,1,1,0,0,1,0,1.68,167,1,1,22,3,2,1,2,1,1,12,3,,,,,,,,,,,,,,,574,1,0,1,0,0,1,0,1.68,91,65,1
102,2,0,0,1,0,0,1,0.36,20,1,1,22,3,2,1,2,1,1,12,3,,,,,,,,,,,,,,,574,2,0,0,1,0,1,0,0.89,48,65,1
102,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,3,,,,,,,,,,,,,,,574,3,1,0,0,0,0,0,0,0,65,1
103,1,0,1,0,0,0,1,3.09,26,1,1,22,3,2,1,2,1,1,12,4,,,,,,,,,,,,,,,575,1,0,1,0,1,0,0,1.68,26,65,2
103,2,1,0,1,1,0,0,0.89,48,1,1,22,3,2,1,2,1,1,12,4,,,,,,,,,,,,,,,575,2,1,0,1,0,0,1,1.06,48,65,2
103,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,4,,,,,,,,,,,,,,,575,3,0,0,0,0,0,0,0,0,65,2
104,1,1,1,0,1,0,0,0.49,91,1,1,22,3,2,1,2,1,1,12,5,,,,,,,,,,,,,,,576,1,0,1,0,0,1,0,1.68,167,65,3
104,2,0,0,1,0,1,0,1.06,57,1,1,22,3,2,1,2,1,1,12,5,,,,,,,,,,,,,,,576,2,1,0,1,0,0,1,0.36,20,65,3
104,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,5,,,,,,,,,,,,,,,576,3,0,0,0,0,0,0,0,0,65,3
105,1,0,1,0,0,0,1,0.49,167,1,1,22,3,2,1,2,1,1,12,6,,,,,,,,,,,,,,,577,1,1,1,0,0,0,1,3.09,26,65,4
105,2,1,0,1,0,1,0,0.89,20,1,1,22,3,2,1,2,1,1,12,6,,,,,,,,,,,,,,,577,2,0,0,1,1,0,0,0.89,48,65,4
105,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,6,,,,,,,,,,,,,,,577,3,0,0,0,0,0,0,0,0,65,4
106,1,1,1,0,0,0,1,3.09,167,1,1,22,3,2,1,2,1,1,12,7,,,,,,,,,,,,,,,578,1,1,1,0,0,0,1,0.49,167,65,6
106,2,0,0,1,0,0,1,1.06,57,1,1,22,3,2,1,2,1,1,12,7,,,,,,,,,,,,,,,578,2,0,0,1,0,1,0,0.89,20,65,6
106,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,7,,,,,,,,,,,,,,,578,3,0,0,0,0,0,0,0,0,65,6
107,1,1,1,0,1,0,0,0.49,26,1,1,22,3,2,1,2,1,1,12,8,,,,,,,,,,,,,,,579,1,1,1,0,0,0,1,3.09,167,65,7
107,2,0,0,1,1,0,0,0.36,20,1,1,22,3,2,1,2,1,1,12,8,,,,,,,,,,,,,,,579,2,0,0,1,0,0,1,1.06,57,65,7
107,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,8,,,,,,,,,,,,,,,579,3,0,0,0,0,0,0,0,0,65,7
108,1,1,1,0,0,1,0,3.09,91,1,1,22,3,2,1,2,1,1,12,9,,,,,,,,,,,,,,,580,1,0,1,0,1,0,0,0.49,26,65,8
108,2,0,0,1,1,0,0,0.36,57,1,1,22,3,2,1,2,1,1,12,9,,,,,,,,,,,,,,,580,2,1,0,1,1,0,0,0.36,20,65,8
108,3,0,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12,9,,,,,,,,,,,,,,,580,3,0,0,0,0,0,0,0,0,65,8
109,1,0,1,0,1,0,0,3.09,91,1,1,22,5,2,1,1,3,3,13,1,,,,,,,,,,,,,,,581,1,1,1,0,0,1,0,3.09,91,65,9
109,2,1,0,1,0,0,1,0.89,20,1,1,22,5,2,1,1,3,3,13,1,,,,,,,,,,,,,,,581,2,0,0,1,1,0,0,0.36,57,65,9
109,3,0,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13,1,,,,,,,,,,,,,,,581,3,0,0,0,0,0,0,0,0,65,9
110,1,0,1,0,1,0,0,3.09,26,1,1,22,5,2,1,1,3,3,13,2,,,,,,,,,,,,,,,582,1,0,1,0,1,0,0,3.09,91,66,1
110,2,1,0,1,0,1,0,0.36,48,1,1,22,5,2,1,1,3,3,13,2,,,,,,,,,,,,,,,582,2,1,0,1,0,0,1,0.89,20,66,1
110,3,0,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13,2,,,,,,,,,,,,,,,582,3,0,0,0,0,0,0,0,0,66,1
111,1,0,1,0,0,0,1,0.49,91,1,1,22,5,2,1,1,3,3,13,3,,,,,,,,,,,,,,,583,1,0,1,0,1,0,0,3.09,26,66,2
111,2,1,0,1,0,0,1,0.36,48,1,1,22,5,2,1,1,3,3,13,3,,,,,,,,,,,,,,,583,2,1,0,1,0,1,0,0.36,48,66,2
111,3,0,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13,3,,,,,,,,,,,,,,,583,3,0,0,0,0,0,0,0,0,66,2
112,1,0,1,0,0,0,1,1.68,26,1,1,22,5,2,1,1,3,3,13,4,,,,,,,,,,,,,,,584,1,1,1,0,0,0,1,0.49,91,66,3
112,2,1,0,1,0,1,0,0.36,57,1,1,22,5,2,1,1,3,3,13,4,,,,,,,,,,,,,,,584,2,0,0,1,0,0,1,0.36,48,66,3
112,3,0,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13,4,,,,,,,,,,,,,,,584,3,0,0,0,0,0,0,0,0,66,3
113,1,0,1,0,1,1,0,3.09,26,1,1,22,5,2,1,1,3,3,13,5,,,,,,,,,,,,,,,585,1,1,1,0,0,0,1,1.68,26,66,4
113,2,1,0,1,0,1,0,1.06,20,1,1,22,5,2,1,1,3,3,13,5,,,,,,,,,,,,,,,585,2,0,0,1,0,1,0,0.36,57,66,4
113,3,0,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13,5,,,,,,,,,,,,,,,585,3,0,0,0,0,0,0,0,0,66,4
114,1,0,1,0,0,0,1,1.68,91,1,1,22,5,2,1,1,3,3,13,6,,,,,,,,,,,,,,,586,1,0,1,0,1,1,0,3.09,26,66,5
