Case,Alternative,Choice,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID,Question,,Case_p,Alternative_p,Choice_p,Rail_p,Teton_p,Dirt_p,Gravel_p,Paved_p,Dist_p,Cost_p,ID_p,Question_p,,Case_s,Alternative_s,Choice_s,Rail_s,Teton_s,Dirt_s,Gravel_s,Paved_s,Dist_s,Cost_s,ID_s,Question_s
291,2,0,0,1,0,0,1,0.36,20,1,1,24,5,1,2,1,2,2,33,3,,291,2,0,0,1,0,0,1,0.36,20,33,3,,174,2,1,0,1,0,0,1,0.36,20,20,3
291,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,3,,291,3,0,0,0,0,0,0,0,0,33,3,,174,3,0,0,0,0,0,0,0,0,20,3
292,1,0,1,0,0,0,1,3.09,26,1,1,24,5,1,2,1,2,2,33,4,,292,1,0,1,0,0,0,1,3.09,26,33,4,,175,1,0,1,0,0,0,1,3.09,26,20,4
292,2,1,0,1,1,0,0,0.89,48,1,1,24,5,1,2,1,2,2,33,4,,292,2,1,0,1,1,0,0,0.89,48,33,4,,175,2,1,0,1,1,0,0,0.89,48,20,4
292,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,4,,292,3,0,0,0,0,0,0,0,0,33,4,,175,3,0,0,0,0,0,0,0,0,20,4
293,1,0,1,0,1,0,0,0.49,91,1,1,24,5,1,2,1,2,2,33,5,,293,1,0,1,0,1,0,0,0.49,91,33,5,,176,1,1,1,0,1,0,0,0.49,91,20,5
293,2,1,0,1,0,1,0,1.06,57,1,1,24,5,1,2,1,2,2,33,5,,293,2,1,0,1,0,1,0,1.06,57,33,5,,176,2,0,0,1,0,1,0,1.06,57,20,5
293,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,5,,293,3,0,0,0,0,0,0,0,0,33,5,,176,3,0,0,0,0,0,0,0,0,20,5
294,1,0,1,0,0,0,1,0.49,167,1,1,24,5,1,2,1,2,2,33,6,,294,1,0,1,0,0,0,1,0.49,167,33,6,,177,1,1,1,0,0,0,1,0.49,167,20,6
294,2,1,0,1,0,1,0,0.89,20,1,1,24,5,1,2,1,2,2,33,6,,294,2,1,0,1,0,1,0,0.89,20,33,6,,177,2,0,0,1,0,1,0,0.89,20,20,6
294,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,6,,294,3,0,0,0,0,0,0,0,0,33,6,,177,3,0,0,0,0,0,0,0,0,20,6
295,1,0,1,0,0,0,1,3.09,167,1,1,24,5,1,2,1,2,2,33,7,,295,1,0,1,0,0,0,1,3.09,167,33,7,,178,1,0,1,0,0,0,1,3.09,167,20,7
295,2,1,0,1,0,0,1,1.06,57,1,1,24,5,1,2,1,2,2,33,7,,295,2,1,0,1,0,0,1,1.06,57,33,7,,178,2,1,0,1,0,0,1,1.06,57,20,7
295,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,7,,295,3,0,0,0,0,0,0,0,0,33,7,,178,3,0,0,0,0,0,0,0,0,20,7
296,1,1,1,0,1,0,0,0.49,26,1,1,24,5,1,2,1,2,2,33,8,,296,1,1,1,0,1,0,0,0.49,26,33,8,,179,1,0,1,0,1,0,0,0.49,26,20,8
296,2,0,0,1,1,0,0,0.36,20,1,1,24,5,1,2,1,2,2,33,8,,296,2,0,0,1,1,0,0,0.36,20,33,8,,179,2,1,0,1,1,0,0,0.36,20,20,8
296,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,8,,296,3,0,0,0,0,0,0,0,0,33,8,,179,3,0,0,0,0,0,0,0,0,20,8
297,1,1,1,0,0,1,0,3.09,91,1,1,24,5,1,2,1,2,2,33,9,,297,1,1,1,0,0,1,0,3.09,91,33,9,,180,1,0,1,0,0,1,0,3.09,91,20,9
297,2,0,0,1,1,0,0,0.36,57,1,1,24,5,1,2,1,2,2,33,9,,297,2,0,0,1,1,0,0,0.36,57,33,9,,180,2,1,0,1,1,0,0,0.36,57,20,9
297,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,9,,297,3,0,0,0,0,0,0,0,0,33,9,,180,3,0,0,0,0,0,0,0,0,20,9
298,1,0,1,0,1,0,0,3.09,91,0,2,28,6,1,2,1,3,4,34,1,,298,1,0,1,0,1,0,0,3.09,91,34,1,,208,1,0,1,0,1,0,0,3.09,91,24,1
298,2,1,0,1,0,0,1,0.89,20,0,2,28,6,1,2,1,3,4,34,1,,298,2,1,0,1,0,0,1,0.89,20,34,1,,208,2,1,0,1,0,0,1,0.89,20,24,1
298,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,1,,298,3,0,0,0,0,0,0,0,0,34,1,,208,3,0,0,0,0,0,0,0,0,24,1
299,1,1,1,0,1,0,0,3.09,26,0,2,28,6,1,2,1,3,4,34,2,,299,1,1,1,0,1,0,0,3.09,26,34,2,,209,1,0,1,0,1,0,0,3.09,26,24,2
299,2,0,0,1,0,1,0,0.36,48,0,2,28,6,1,2,1,3,4,34,2,,299,2,0,0,1,0,1,0,0.36,48,34,2,,209,2,1,0,1,0,1,0,0.36,48,24,2
299,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,2,,299,3,0,0,0,0,0,0,0,0,34,2,,209,3,0,0,0,0,0,0,0,0,24,2
300,1,0,1,0,0,0,1,0.49,91,0,2,28,6,1,2,1,3,4,34,3,,300,1,0,1,0,0,0,1,0.49,91,34,3,,210,1,0,1,0,0,0,1,0.49,91,24,3
300,2,1,0,1,0,0,1,0.36,48,0,2,28,6,1,2,1,3,4,34,3,,300,2,1,0,1,0,0,1,0.36,48,34,3,,210,2,1,0,1,0,0,1,0.36,48,24,3
300,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,3,,300,3,0,0,0,0,0,0,0,0,34,3,,210,3,0,0,0,0,0,0,0,0,24,3
301,1,0,1,0,0,0,1,1.68,26,0,2,28,6,1,2,1,3,4,34,4,,301,1,0,1,0,0,0,1,1.68,26,34,4,,211,1,0,1,0,0,0,1,1.68,26,24,4
301,2,1,0,1,0,1,0,0.36,57,0,2,28,6,1,2,1,3,4,34,4,,301,2,1,0,1,0,1,0,0.36,57,34,4,,211,2,1,0,1,0,1,0,0.36,57,24,4
301,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,4,,301,3,0,0,0,0,0,0,0,0,34,4,,211,3,0,0,0,0,0,0,0,0,24,4
302,1,1,1,0,1,1,0,3.09,26,0,2,28,6,1,2,1,3,4,34,5,,302,1,1,1,0,1,1,0,3.09,26,34,5,,212,1,1,1,0,1,1,0,3.09,26,24,5
302,2,0,0,1,0,1,0,1.06,20,0,2,28,6,1,2,1,3,4,34,5,,302,2,0,0,1,0,1,0,1.06,20,34,5,,212,2,0,0,1,0,1,0,1.06,20,24,5
302,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,5,,302,3,0,0,0,0,0,0,0,0,34,5,,212,3,0,0,0,0,0,0,0,0,24,5
303,1,1,1,0,0,0,1,1.68,91,0,2,28,6,1,2,1,3,4,34,6,,303,1,1,1,0,0,0,1,1.68,91,34,6,,213,1,1,1,0,0,0,1,1.68,91,24,6
303,2,0,0,1,1,0,0,1.06,20,0,2,28,6,1,2,1,3,4,34,6,,303,2,0,0,1,1,0,0,1.06,20,34,6,,213,2,0,0,1,1,0,0,1.06,20,24,6
303,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,6,,303,3,0,0,0,0,0,0,0,0,34,6,,213,3,0,0,0,0,0,0,0,0,24,6
304,1,1,1,0,1,0,0,1.68,167,0,2,28,6,1,2,1,3,4,34,7,,304,1,1,1,0,1,0,0,1.68,167,34,7,,214,1,1,1,0,1,0,0,1.68,167,24,7
304,2,0,0,1,1,0,0,0.89,57,0,2,28,6,1,2,1,3,4,34,7,,304,2,0,0,1,1,0,0,0.89,57,34,7,,214,2,0,0,1,1,0,0,0.89,57,24,7
304,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,7,,304,3,0,0,0,0,0,0,0,0,34,7,,214,3,0,0,0,0,0,0,0,0,24,7
305,1,0,1,0,0,1,0,0.49,26,0,2,28,6,1,2,1,3,4,34,8,,305,1,0,1,0,0,1,0,0.49,26,34,8,,215,1,0,1,0,0,1,0,0.49,26,24,8
305,2,1,0,1,0,0,1,0.89,57,0,2,28,6,1,2,1,3,4,34,8,,305,2,1,0,1,0,0,1,0.89,57,34,8,,215,2,1,0,1,0,0,1,0.89,57,24,8
305,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,8,,305,3,0,0,0,0,0,0,0,0,34,8,,215,3,0,0,0,0,0,0,0,0,24,8
306,1,1,1,0,0,1,0,0.49,167,0,2,28,6,1,2,1,3,4,34,9,,306,1,1,1,0,0,1,0,0.49,167,34,9,,216,1,1,1,0,0,1,0,0.49,167,24,9
306,2,0,0,1,1,0,0,1.06,48,0,2,28,6,1,2,1,3,4,34,9,,306,2,0,0,1,1,0,0,1.06,48,34,9,,216,2,0,0,1,1,0,0,1.06,48,24,9
306,3,0,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34,9,,306,3,0,0,0,0,0,0,0,0,34,9,,216,3,0,0,0,0,0,0,0,0,24,9
307,1,0,1,0,0,1,0,1.68,91,1,2,34,5,1,6,1,6,4,35,1,,307,1,0,1,0,0,1,0,1.68,91,35,1,,217,1,0,1,0,0,1,0,1.68,91,25,1
307,2,0,0,1,0,1,0,0.89,48,1,2,34,5,1,6,1,6,4,35,1,,307,2,0,0,1,0,1,0,0.89,48,35,1,,217,2,1,0,1,0,1,0,0.89,48,25,1
307,3,1,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,1,,307,3,1,0,0,0,0,0,0,0,35,1,,217,3,0,0,0,0,0,0,0,0,25,1
308,1,1,1,0,1,0,0,1.68,26,1,2,34,5,1,6,1,6,4,35,2,,308,1,1,1,0,1,0,0,1.68,26,35,2,,218,1,0,1,0,1,0,0,1.68,26,25,2
308,2,0,0,1,0,0,1,1.06,48,1,2,34,5,1,6,1,6,4,35,2,,308,2,0,0,1,0,0,1,1.06,48,35,2,,218,2,1,0,1,0,0,1,1.06,48,25,2
308,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,2,,308,3,0,0,0,0,0,0,0,0,35,2,,218,3,0,0,0,0,0,0,0,0,25,2
309,1,0,1,0,0,1,0,1.68,167,1,2,34,5,1,6,1,6,4,35,3,,309,1,0,1,0,0,1,0,1.68,167,35,3,,219,1,0,1,0,0,1,0,1.68,167,25,3
309,2,1,0,1,0,0,1,0.36,20,1,2,34,5,1,6,1,6,4,35,3,,309,2,1,0,1,0,0,1,0.36,20,35,3,,219,2,1,0,1,0,0,1,0.36,20,25,3
309,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,3,,309,3,0,0,0,0,0,0,0,0,35,3,,219,3,0,0,0,0,0,0,0,0,25,3
310,1,1,1,0,0,0,1,3.09,26,1,2,34,5,1,6,1,6,4,35,4,,310,1,1,1,0,0,0,1,3.09,26,35,4,,220,1,1,1,0,0,0,1,3.09,26,25,4
310,2,0,0,1,1,0,0,0.89,48,1,2,34,5,1,6,1,6,4,35,4,,310,2,0,0,1,1,0,0,0.89,48,35,4,,220,2,0,0,1,1,0,0,0.89,48,25,4
310,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,4,,310,3,0,0,0,0,0,0,0,0,35,4,,220,3,0,0,0,0,0,0,0,0,25,4
311,1,0,1,0,1,0,0,0.49,91,1,2,34,5,1,6,1,6,4,35,5,,311,1,0,1,0,1,0,0,0.49,91,35,5,,221,1,0,1,0,1,0,0,0.49,91,25,5
311,2,0,0,1,0,1,0,1.06,57,1,2,34,5,1,6,1,6,4,35,5,,311,2,0,0,1,0,1,0,1.06,57,35,5,,221,2,1,0,1,0,1,0,1.06,57,25,5
311,3,1,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,5,,311,3,1,0,0,0,0,0,0,0,35,5,,221,3,0,0,0,0,0,0,0,0,25,5
312,1,0,1,0,0,0,1,0.49,167,1,2,34,5,1,6,1,6,4,35,6,,312,1,0,1,0,0,0,1,0.49,167,35,6,,222,1,1,1,0,0,0,1,0.49,167,25,6
312,2,1,0,1,0,1,0,0.89,20,1,2,34,5,1,6,1,6,4,35,6,,312,2,1,0,1,0,1,0,0.89,20,35,6,,222,2,0,0,1,0,1,0,0.89,20,25,6
312,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,6,,312,3,0,0,0,0,0,0,0,0,35,6,,222,3,0,0,0,0,0,0,0,0,25,6
313,1,0,1,0,0,0,1,3.09,167,1,2,34,5,1,6,1,6,4,35,7,,313,1,0,1,0,0,0,1,3.09,167,35,7,,223,1,1,1,0,0,0,1,3.09,167,25,7
313,2,0,0,1,0,0,1,1.06,57,1,2,34,5,1,6,1,6,4,35,7,,313,2,0,0,1,0,0,1,1.06,57,35,7,,223,2,0,0,1,0,0,1,1.06,57,25,7
313,3,1,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,7,,313,3,1,0,0,0,0,0,0,0,35,7,,223,3,0,0,0,0,0,0,0,0,25,7
314,1,0,1,0,1,0,0,0.49,26,1,2,34,5,1,6,1,6,4,35,8,,314,1,0,1,0,1,0,0,0.49,26,35,8,,224,1,1,1,0,1,0,0,0.49,26,25,8
314,2,1,0,1,1,0,0,0.36,20,1,2,34,5,1,6,1,6,4,35,8,,314,2,1,0,1,1,0,0,0.36,20,35,8,,224,2,0,0,1,1,0,0,0.36,20,25,8
314,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,8,,314,3,0,0,0,0,0,0,0,0,35,8,,224,3,0,0,0,0,0,0,0,0,25,8
315,1,0,1,0,0,1,0,3.09,91,1,2,34,5,1,6,1,6,4,35,9,,315,1,0,1,0,0,1,0,3.09,91,35,9,,225,1,1,1,0,0,1,0,3.09,91,25,9
315,2,0,0,1,1,0,0,0.36,57,1,2,34,5,1,6,1,6,4,35,9,,315,2,0,0,1,1,0,0,0.36,57,35,9,,225,2,0,0,1,1,0,0,0.36,57,25,9
315,3,1,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35,9,,315,3,1,0,0,0,0,0,0,0,35,9,,225,3,0,0,0,0,0,0,0,0,25,9
370,1,1,1,0,0,1,0,1.68,91,1,4,45,5,1,1,1,7,11,42,1,,370,1,1,1,0,0,1,0,1.68,91,42,1,,235,1,1,1,0,0,1,0,1.68,91,27,1
370,2,0,0,1,0,1,0,0.89,48,1,4,45,5,1,1,1,7,11,42,1,,370,2,0,0,1,0,1,0,0.89,48,42,1,,235,2,0,0,1,0,1,0,0.89,48,27,1
370,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,1,,370,3,0,0,0,0,0,0,0,0,42,1,,235,3,0,0,0,0,0,0,0,0,27,1
371,1,1,1,0,1,0,0,1.68,26,1,4,45,5,1,1,1,7,11,42,2,,371,1,1,1,0,1,0,0,1.68,26,42,2,,236,1,1,1,0,1,0,0,1.68,26,27,2
371,2,0,0,1,0,0,1,1.06,48,1,4,45,5,1,1,1,7,11,42,2,,371,2,0,0,1,0,0,1,1.06,48,42,2,,236,2,0,0,1,0,0,1,1.06,48,27,2
371,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,2,,371,3,0,0,0,0,0,0,0,0,42,2,,236,3,0,0,0,0,0,0,0,0,27,2
372,1,0,1,0,0,1,0,1.68,167,1,4,45,5,1,1,1,7,11,42,3,,372,1,0,1,0,0,1,0,1.68,167,42,3,,237,1,1,1,0,0,1,0,1.68,167,27,3
372,2,1,0,1,0,0,1,0.36,20,1,4,45,5,1,1,1,7,11,42,3,,372,2,1,0,1,0,0,1,0.36,20,42,3,,237,2,0,0,1,0,0,1,0.36,20,27,3
372,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,3,,372,3,0,0,0,0,0,0,0,0,42,3,,237,3,0,0,0,0,0,0,0,0,27,3
373,1,0,1,0,0,0,1,3.09,26,1,4,45,5,1,1,1,7,11,42,4,,373,1,0,1,0,0,0,1,3.09,26,42,4,,238,1,1,1,0,0,0,1,3.09,26,27,4
373,2,1,0,1,1,0,0,0.89,48,1,4,45,5,1,1,1,7,11,42,4,,373,2,1,0,1,1,0,0,0.89,48,42,4,,238,2,0,0,1,1,0,0,0.89,48,27,4
373,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,4,,373,3,0,0,0,0,0,0,0,0,42,4,,238,3,0,0,0,0,0,0,0,0,27,4
374,1,1,1,0,0,0,1,0.49,167,1,4,45,5,1,1,1,7,11,42,6,,374,1,1,1,0,0,0,1,0.49,167,42,6,,239,1,1,1,0,1,0,0,0.49,91,27,5
374,2,0,0,1,0,1,0,0.89,20,1,4,45,5,1,1,1,7,11,42,6,,374,2,0,0,1,0,1,0,0.89,20,42,6,,239,2,0,0,1,0,1,0,1.06,57,27,5
374,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,6,,374,3,0,0,0,0,0,0,0,0,42,6,,239,3,0,0,0,0,0,0,0,0,27,5
375,1,1,1,0,0,0,1,3.09,167,1,4,45,5,1,1,1,7,11,42,7,,375,1,1,1,0,0,0,1,3.09,167,42,7,,240,1,0,1,0,0,0,1,0.49,167,27,6
375,2,0,0,1,0,0,1,1.06,57,1,4,45,5,1,1,1,7,11,42,7,,375,2,0,0,1,0,0,1,1.06,57,42,7,,240,2,1,0,1,0,1,0,0.89,20,27,6
375,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,7,,375,3,0,0,0,0,0,0,0,0,42,7,,240,3,0,0,0,0,0,0,0,0,27,6
376,1,0,1,0,1,0,0,0.49,26,1,4,45,5,1,1,1,7,11,42,8,,376,1,0,1,0,1,0,0,0.49,26,42,8,,241,1,1,1,0,0,0,1,3.09,167,27,7
376,2,1,0,1,1,0,0,0.36,20,1,4,45,5,1,1,1,7,11,42,8,,376,2,1,0,1,1,0,0,0.36,20,42,8,,241,2,0,0,1,0,0,1,1.06,57,27,7
376,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,8,,376,3,0,0,0,0,0,0,0,0,42,8,,241,3,0,0,0,0,0,0,0,0,27,7
377,1,1,1,0,0,1,0,3.09,91,1,4,45,5,1,1,1,7,11,42,9,,377,1,1,1,0,0,1,0,3.09,91,42,9,,242,1,0,1,0,1,0,0,0.49,26,27,8
377,2,0,0,1,1,0,0,0.36,57,1,4,45,5,1,1,1,7,11,42,9,,377,2,0,0,1,1,0,0,0.36,57,42,9,,242,2,1,0,1,1,0,0,0.36,20,27,8
377,3,0,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42,9,,377,3,0,0,0,0,0,0,0,0,42,9,,242,3,0,0,0,0,0,0,0,0,27,8
378,1,0,1,0,1,0,0,3.09,91,1,3,42,6,1,2,1,5,11,43,1,,378,1,0,1,0,1,0,0,3.09,91,43,1,,243,1,1,1,0,0,1,0,3.09,91,27,9
378,2,1,0,1,0,0,1,0.89,20,1,3,42,6,1,2,1,5,11,43,1,,378,2,1,0,1,0,0,1,0.89,20,43,1,,243,2,0,0,1,1,0,0,0.36,57,27,9
378,3,0,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,1,,378,3,0,0,0,0,0,0,0,0,43,1,,243,3,0,0,0,0,0,0,0,0,27,9
379,1,1,1,0,1,0,0,3.09,26,1,3,42,6,1,2,1,5,11,43,2,,379,1,1,1,0,1,0,0,3.09,26,43,2,,271,1,1,1,0,0,1,0,1.68,91,31,1
379,2,0,0,1,0,1,0,0.36,48,1,3,42,6,1,2,1,5,11,43,2,,379,2,0,0,1,0,1,0,0.36,48,43,2,,271,2,0,0,1,0,1,0,0.89,48,31,1
379,3,0,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,2,,379,3,0,0,0,0,0,0,0,0,43,2,,271,3,0,0,0,0,0,0,0,0,31,1
380,1,0,1,0,0,0,1,0.49,91,1,3,42,6,1,2,1,5,11,43,3,,380,1,0,1,0,0,0,1,0.49,91,43,3,,272,1,1,1,0,1,0,0,1.68,26,31,2
380,2,0,0,1,0,0,1,0.36,48,1,3,42,6,1,2,1,5,11,43,3,,380,2,0,0,1,0,0,1,0.36,48,43,3,,272,2,0,0,1,0,0,1,1.06,48,31,2
380,3,1,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,3,,380,3,1,0,0,0,0,0,0,0,43,3,,272,3,0,0,0,0,0,0,0,0,31,2
381,1,0,1,0,0,0,1,1.68,26,1,3,42,6,1,2,1,5,11,43,4,,381,1,0,1,0,0,0,1,1.68,26,43,4,,273,1,1,1,0,0,1,0,1.68,167,31,3
381,2,0,0,1,0,1,0,0.36,57,1,3,42,6,1,2,1,5,11,43,4,,381,2,0,0,1,0,1,0,0.36,57,43,4,,273,2,0,0,1,0,0,1,0.36,20,31,3
381,3,1,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,4,,381,3,1,0,0,0,0,0,0,0,43,4,,273,3,0,0,0,0,0,0,0,0,31,3
382,1,0,1,0,1,1,0,3.09,26,1,3,42,6,1,2,1,5,11,43,5,,382,1,0,1,0,1,1,0,3.09,26,43,5,,274,1,1,1,0,0,0,1,3.09,26,31,4
382,2,0,0,1,0,1,0,1.06,20,1,3,42,6,1,2,1,5,11,43,5,,382,2,0,0,1,0,1,0,1.06,20,43,5,,274,2,0,0,1,1,0,0,0.89,48,31,4
382,3,1,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,5,,382,3,1,0,0,0,0,0,0,0,43,5,,274,3,0,0,0,0,0,0,0,0,31,4
383,1,0,1,0,0,0,1,1.68,91,1,3,42,6,1,2,1,5,11,43,6,,383,1,0,1,0,0,0,1,1.68,91,43,6,,275,1,0,1,0,1,0,0,0.49,91,31,5
383,2,1,0,1,1,0,0,1.06,20,1,3,42,6,1,2,1,5,11,43,6,,383,2,1,0,1,1,0,0,1.06,20,43,6,,275,2,1,0,1,0,1,0,1.06,57,31,5
383,3,0,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,6,,383,3,0,0,0,0,0,0,0,0,43,6,,275,3,0,0,0,0,0,0,0,0,31,5
384,1,0,1,0,1,0,0,1.68,167,1,3,42,6,1,2,1,5,11,43,7,,384,1,0,1,0,1,0,0,1.68,167,43,7,,276,1,0,1,0,0,0,1,0.49,167,31,6
384,2,1,0,1,1,0,0,0.89,57,1,3,42,6,1,2,1,5,11,43,7,,384,2,1,0,1,1,0,0,0.89,57,43,7,,276,2,1,0,1,0,1,0,0.89,20,31,6
384,3,0,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,7,,384,3,0,0,0,0,0,0,0,0,43,7,,276,3,0,0,0,0,0,0,0,0,31,6
385,1,0,1,0,0,1,0,0.49,26,1,3,42,6,1,2,1,5,11,43,8,,385,1,0,1,0,0,1,0,0.49,26,43,8,,277,1,1,1,0,0,0,1,3.09,167,31,7
385,2,0,0,1,0,0,1,0.89,57,1,3,42,6,1,2,1,5,11,43,8,,385,2,0,0,1,0,0,1,0.89,57,43,8,,277,2,0,0,1,0,0,1,1.06,57,31,7
385,3,1,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,8,,385,3,1,0,0,0,0,0,0,0,43,8,,277,3,0,0,0,0,0,0,0,0,31,7
386,1,0,1,0,0,1,0,0.49,167,1,3,42,6,1,2,1,5,11,43,9,,386,1,0,1,0,0,1,0,0.49,167,43,9,,278,1,1,1,0,1,0,0,0.49,26,31,8
386,2,1,0,1,1,0,0,1.06,48,1,3,42,6,1,2,1,5,11,43,9,,386,2,1,0,1,1,0,0,1.06,48,43,9,,278,2,0,0,1,1,0,0,0.36,20,31,8
386,3,0,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43,9,,386,3,0,0,0,0,0,0,0,0,43,9,,278,3,0,0,0,0,0,0,0,0,31,8
395,1,0,1,0,0,1,0,1.68,91,1,3,37,5,1,1,1,5,10,45,1,,395,1,0,1,0,0,1,0,1.68,91,45,1,,279,1,1,1,0,0,1,0,3.09,91,31,9
395,2,1,0,1,0,1,0,0.89,48,1,3,37,5,1,1,1,5,10,45,1,,395,2,1,0,1,0,1,0,0.89,48,45,1,,279,2,0,0,1,1,0,0,0.36,57,31,9
395,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,1,,395,3,0,0,0,0,0,0,0,0,45,1,,279,3,0,0,0,0,0,0,0,0,31,9
396,1,0,1,0,1,0,0,1.68,26,1,3,37,5,1,1,1,5,10,45,2,,396,1,0,1,0,1,0,0,1.68,26,45,2,,280,1,0,1,0,1,0,0,3.09,91,32,1
396,2,1,0,1,0,0,1,1.06,48,1,3,37,5,1,1,1,5,10,45,2,,396,2,1,0,1,0,0,1,1.06,48,45,2,,280,2,1,0,1,0,0,1,0.89,20,32,1
396,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,2,,396,3,0,0,0,0,0,0,0,0,45,2,,280,3,0,0,0,0,0,0,0,0,32,1
397,1,0,1,0,0,1,0,1.68,167,1,3,37,5,1,1,1,5,10,45,3,,397,1,0,1,0,0,1,0,1.68,167,45,3,,281,1,1,1,0,1,0,0,3.09,26,32,2
397,2,1,0,1,0,0,1,0.36,20,1,3,37,5,1,1,1,5,10,45,3,,397,2,1,0,1,0,0,1,0.36,20,45,3,,281,2,0,0,1,0,1,0,0.36,48,32,2
397,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,3,,397,3,0,0,0,0,0,0,0,0,45,3,,281,3,0,0,0,0,0,0,0,0,32,2
398,1,1,1,0,0,0,1,3.09,26,1,3,37,5,1,1,1,5,10,45,4,,398,1,1,1,0,0,0,1,3.09,26,45,4,,282,1,0,1,0,0,0,1,0.49,91,32,3
398,2,0,0,1,1,0,0,0.89,48,1,3,37,5,1,1,1,5,10,45,4,,398,2,0,0,1,1,0,0,0.89,48,45,4,,282,2,1,0,1,0,0,1,0.36,48,32,3
398,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,4,,398,3,0,0,0,0,0,0,0,0,45,4,,282,3,0,0,0,0,0,0,0,0,32,3
399,1,0,1,0,1,0,0,0.49,91,1,3,37,5,1,1,1,5,10,45,5,,399,1,0,1,0,1,0,0,0.49,91,45,5,,283,1,1,1,0,0,0,1,1.68,26,32,4
399,2,1,0,1,0,1,0,1.06,57,1,3,37,5,1,1,1,5,10,45,5,,399,2,1,0,1,0,1,0,1.06,57,45,5,,283,2,0,0,1,0,1,0,0.36,57,32,4
399,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,5,,399,3,0,0,0,0,0,0,0,0,45,5,,283,3,0,0,0,0,0,0,0,0,32,4
400,1,0,1,0,0,0,1,0.49,167,1,3,37,5,1,1,1,5,10,45,6,,400,1,0,1,0,0,0,1,0.49,167,45,6,,284,1,0,1,0,1,1,0,3.09,26,32,5
400,2,1,0,1,0,1,0,0.89,20,1,3,37,5,1,1,1,5,10,45,6,,400,2,1,0,1,0,1,0,0.89,20,45,6,,284,2,1,0,1,0,1,0,1.06,20,32,5
400,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,6,,400,3,0,0,0,0,0,0,0,0,45,6,,284,3,0,0,0,0,0,0,0,0,32,5
